dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
0.617148,tcp,-,FIN,12,12,1504,8332,37.268209,254,252,17875.77734,99010.28906,3,4,48.591817,50.102819,2432.724789,3151.804522,255,2233060523,2879586337,255,0.135742,0.066011,0.069731,125,694,0,0,13,1,2,1,1,13,0,0,0,2,16,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,18,17,17,17,0,0,0,18,17,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.68,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,16,16,16,30,0,0,0,16,30,0
9.00E-06,idpr,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,14,14,14,30,0,0,0,14,30,0
58.737652,ospf,-,INT,34,0,3672,0,0.56182,254,0,485.412659,0,0,0,1779.929,0,1999.1395,0,0,0,0,0,0,0,0,108,0,0,0,2,2,1,2,1,1,0,0,0,2,1,0
1.00E-05,unas,-,INT,2,0,200,0,100000.0025,254,0,8.00E+07,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0
59.996548,arp,-,INT,2,0,92,0,0.016668,0,0,6.133686,0,0,0,59998.624,0,2.078,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.605462,tcp,-,FIN,10,8,738,354,28.077732,254,252,8786.678711,4096.04541,2,1,58.975667,77.182141,3887.890882,118.665977,255,226246548,4237556550,255,0.143294,0.06518,0.078114,74,44,0,0,6,1,2,2,1,5,0,0,0,2,5,0
4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,1.14E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,19,2,18,18,18,19,0,0,0,19,19,0
5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,6,2,6,6,6,6,0,0,0,7,6,0
2.008831,tcp,smtp,FIN,256,54,315663,3312,153.820802,62,252,1252190.875,12946.83301,125,8,7.877769,37.133434,889.246788,50.450719,255,591442239,4009284186,255,0.069221,0.019979,0.049242,1233,61,0,0,1,1,1,1,1,1,0,0,0,1,1,0
7.00E-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,1,1,1,3,0,0,0,1,2,0
4.093369,tcp,ftp,FIN,26,22,1350,1634,11.481985,62,252,2538.73999,3048.833252,7,9,163.734765,188.633234,9638.375918,343.063063,255,617338001,988596051,255,0.184835,0.089563,0.095272,52,74,0,0,1,1,2,1,1,2,1,1,0,3,1,0
0.279974,tcp,-,FIN,10,6,810,268,53.576401,254,252,20830.50391,6400.594238,2,1,28.243333,49.169199,1426.333708,69.268211,255,1622446745,1883194072,255,0.096945,0.034119,0.062826,81,45,0,0,1,1,1,1,1,2,0,0,0,1,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,34,34,18,34,0,0,0,34,34,0
1.00E-05,udp,-,INT,2,0,1764,0,100000.0025,62,0,705600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,882,0,0,0,1,2,1,1,1,1,0,0,0,39,1,0
1.766012,tcp,-,FIN,60,14,68023,612,41.336074,254,252,303010.4063,2577.559082,27,1,27.879219,127.938383,3463.945054,244.663031,255,3054271228,3236572876,255,0.194106,0.102805,0.091301,1134,44,0,0,6,1,1,1,1,3,0,0,0,1,3,0
5.00E-06,rdp,-,INT,2,0,200,0,200000.0051,254,0,1.60E+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,13,2,4,4,4,13,0,0,0,5,13,0
6.00E-06,mobile,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,2,1,1,1,13,0,0,0,1,9,0
1.196757,tcp,-,FIN,20,18,2598,4102,30.916887,62,252,16504.60352,25903.33789,7,7,62.987211,67.340234,3048.335444,79.127828,255,2731972368,3738303239,255,0.104078,0.0512,0.052878,130,228,0,0,1,1,2,1,1,1,0,0,0,17,1,0
0.573585,tcp,http,FIN,10,6,1084,268,26.151313,254,252,13612.62988,3124.210205,2,1,63.731667,102.467797,3074.638182,159.996672,255,2303670868,2094938028,255,0.153855,0.060437,0.093418,108,45,1,0,1,1,1,1,1,2,0,0,1,1,1,0
1.512524,tcp,ftp,FIN,22,22,1194,1658,28.429301,62,252,6029.65625,8372.759766,7,9,71.967616,71.065046,3642.164597,4260.80987,255,3009619159,2045089191,255,0.075924,0.020154,0.05577,54,75,0,0,1,1,11,1,1,2,1,1,0,2,1,0
0.18343,tcp,http,FIN,10,6,2902,268,81.775064,254,252,113918.1172,9769.394531,2,1,18.380111,32.636801,976.828117,44.349527,255,1947542731,2275146299,255,0.03851,0.02023,0.01828,290,45,1,0,1,1,1,1,1,1,0,0,1,10,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.904,0,15.49205,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1
8.00E-06,udp,-,INT,2,0,506,0,125000.0003,254,0,2.53E+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,253,0,0,0,24,2,5,5,1,23,0,0,0,5,23,0
6.00E-06,swipe,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,19,6,0
2.029291,tcp,http,FIN,60,18,68197,784,37.944289,254,252,264372.1563,2921.217529,27,1,34.390575,111.954531,3618.84647,162.660562,255,4019462537,1543307299,255,0.259455,0.126063,0.133392,1137,44,1,177,2,1,2,2,2,2,0,0,4,3,2,0
1.272968,tcp,pop3,FIN,20,24,932,7060,33.779324,62,252,5568.089355,42521.09766,7,10,66.998316,52.51439,3587.420845,3336.451755,255,2340028781,2593819435,255,0.142129,0.064374,0.077755,47,294,0,0,1,1,1,1,1,1,0,0,0,1,1,0
1.706753,tcp,smtp,FIN,20,20,3938,1642,22.850406,62,252,17539.73828,7312.129883,7,8,89.782579,87.566312,4397.970029,101.639898,255,4011494706,1112629263,255,0.083437,0.042984,0.040453,197,82,0,0,1,1,2,1,1,2,0,0,0,2,1,0
0.190269,tcp,-,FIN,10,6,3062,268,78.835756,254,252,115878.0469,9418.245117,2,1,19.244444,36.627801,1028.224134,61.015801,255,3249942379,129149480,255,0.051404,0.007107,0.044297,306,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0
5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,37,2,33,33,16,37,0,0,0,33,37,0
9.00E-06,any,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,3,4,0
3.813513,tcp,-,FIN,32,28,7544,3430,15.471299,254,252,15332.84375,6939.533203,12,11,123.016549,138.684219,6732.885921,161.395281,255,2129558794,2005331350,255,0.150267,0.068412,0.081855,236,123,0,0,7,1,1,1,1,1,0,0,0,4,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,12,12,12,30,0,0,0,12,30,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,14,13,13,25,0,0,0,13,25,0
5.00E-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,52,0,0,0,6,2,3,3,1,6,0,0,0,11,6,0
0.153,tcp,-,CON,6,2,986,86,45.751635,62,252,42980.39453,2248.365967,2,1,30.6,0.003,1953.1976,0,255,3563966051,746866547,255,0.137225,0.065911,0.071314,164,43,0,0,12,3,6,6,1,12,0,0,0,6,13,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,18,18,18,26,0,0,0,21,26,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.616,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
1.00E-06,sun-nd,-,INT,2,0,200,0,1000000.003,254,0,8.00E+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,3,4,0
5.00E-06,nvp,-,INT,2,0,180,0,200000.0051,254,0,1.44E+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,11,10,10,10,0,0,0,10,10,0
1.00E-06,ipv6-frag,-,INT,2,0,200,0,1000000.003,254,0,8.00E+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0
0.463457,tcp,-,FIN,10,6,666,268,32.365463,254,252,10356.94824,3866.593994,2,1,45.972889,78.739602,2447.373076,106.477937,255,2366381921,1382870325,255,0.127634,0.069758,0.057876,67,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.704,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.21916,tcp,http,FIN,10,6,1140,268,68.443145,254,252,37452.08984,8176.674316,2,1,22.477667,41.476602,1160.567599,66.484695,255,3606781773,166250690,255,0.063121,0.011772,0.051349,114,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,18,17,17,17,0,0,0,17,17,0
4.00E-06,unas,-,INT,2,0,200,0,250000.0006,254,0,2.00E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0
3.099744,tcp,smtp,FIN,50,24,41268,2014,23.550331,62,252,104377.6484,4983.637207,21,8,63.258737,129.642648,4820.806078,193.053016,255,1058248907,794347108,255,0.258488,0.11796,0.140528,825,84,0,0,1,1,1,1,1,1,0,0,0,1,1,0
7.00E-06,udp,-,INT,2,0,1838,0,142857.1409,254,0,1050285696,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,919,0,0,0,13,2,2,2,1,7,0,0,0,3,7,0
0.480662,tcp,-,FIN,10,6,756,268,31.206961,254,252,11334.36816,3728.19165,2,1,51.763667,71.889797,2592.935025,104.572961,255,3764420031,3134436921,255,0.158119,0.121209,0.03691,76,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0
1.098737,tcp,ftp,FIN,22,22,1190,1614,39.135844,62,252,8271.31543,11220.15527,7,9,52.32081,51.423617,2834.986284,77.920891,255,292694262,3953850169,255,0.044406,0.017865,0.026541,54,73,0,0,1,1,2,1,1,2,1,1,0,2,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,19,2,18,17,17,19,0,0,0,17,19,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,20,20,10,30,0,0,0,20,30,0
1.542686,tcp,-,FIN,10,8,534,354,11.019741,254,252,2494.35083,1607.585693,2,1,167.011,206.988422,10880.57201,455.501406,255,3518374752,1080336890,255,0.18044,0.093757,0.086683,53,44,0,0,2,1,1,1,1,2,0,0,0,10,2,0
6.49264,ospf,-,REQ,12,0,768,0,1.694226,254,0,867.443726,0,0,0,1741.034,0,3877.52175,0,0,0,0,0,0,0,0,64,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.676,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
2.599625,tcp,smtp,FIN,314,62,397374,3470,144.251569,62,252,1218972.625,10509.20801,154,8,8.305511,41.966738,888.109686,49.130156,255,2189884994,3505720500,255,0.062437,0.011939,0.050498,1266,56,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.756,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.145191,tcp,-,CON,6,2,986,86,48.212355,62,252,45292.0625,2369.292969,2,1,29.0382,0.007,1916.785703,0,255,3798357086,74836040,255,0.135177,0.074814,0.060363,164,43,0,0,11,3,2,2,1,11,0,0,0,3,11,0
1.00E-05,udp,-,INT,2,0,2058,0,100000.0025,254,0,823200000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,5,2,5,5,1,5,0,0,0,6,5,0
0.973064,tcp,-,FIN,10,8,534,354,17.470588,254,252,3954.518799,2548.650391,2,1,105.108556,129.90657,5920.831882,223.490484,255,2806299168,2782997213,255,0.141784,0.06371,0.078074,53,44,0,0,4,1,1,1,1,2,0,0,0,3,2,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,26,26,16,35,0,0,0,26,35,0
5.00E-06,srp,-,INT,2,0,200,0,200000.0051,254,0,1.60E+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,5,3,3,10,0,0,0,5,8,0
5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,33,33,16,35,0,0,0,33,35,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.696,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.248247,tcp,http,FIN,10,6,1012,268,60.423692,254,252,29357.85742,7218.617188,2,1,25.757333,46.864199,1526.932805,77.693078,255,3190605686,3432956834,255,0.072987,0.013921,0.059066,101,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,29,29,13,29,0,0,0,29,29,0
3.00E-06,udp,-,INT,2,0,78,0,333333.3215,254,0,1.04E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,39,0,0,0,13,2,3,2,1,7,0,0,0,4,7,0
3.00E-06,irtp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0
0.972206,tcp,-,FIN,18,20,1026,5746,38.057778,62,252,7973.618652,44920.51953,6,8,57.188588,50.254314,3268.055948,3142.093043,255,4154562236,259874771,255,0.042263,0.0167,0.025563,57,287,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.927848,tcp,ftp,FIN,22,22,1170,1646,46.343799,62,252,9630.887695,13553.94434,7,9,44.183238,43.518475,2476.908566,2821.282063,255,1201230586,4081001914,255,0.028585,0.013253,0.015332,53,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,15,2,13,13,13,15,0,0,0,14,15,0
1.628581,tcp,smtp,FIN,90,30,94219,2198,73.069744,62,252,457689.2188,10438.53516,42,8,18.289101,53.855656,1557.649345,62.038891,255,2691610069,3540805724,255,0.110775,0.066759,0.044016,1047,73,0,0,2,1,2,1,1,1,0,0,0,3,1,0
9.24433,tcp,ftp,FIN,24,22,1260,1650,4.867849,62,252,1045.397461,1362.997559,7,9,401.927378,435.122094,36352.87514,1210.5285,255,962074634,3581499088,255,0.170867,0.106018,0.064849,53,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,19,2,5,5,3,19,0,0,0,5,19,0
3.122788,tcp,http,FIN,26,114,1480,140297,44.511508,62,252,3648.022217,356263.6875,2,54,124.87328,26.672514,6840.78913,3178.068283,255,3792207371,2026441929,255,0.214986,0.108789,0.106197,57,1231,0,0,3,1,1,1,1,1,0,0,0,1,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.624,0,15.492014,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,8,7,7,7,0,0,0,8,7,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.748,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
44.300476,ospf,-,INT,28,0,12832,0,0.609474,254,0,2234.55835,0,0,0,1640.758375,0,1908.435625,0,0,0,0,0,0,0,0,458,0,0,0,1,2,19,1,1,19,0,0,0,19,1,0
1.856477,tcp,smtp,FIN,128,36,143891,2424,87.80071,62,252,615216.875,10156.87207,61,8,14.617929,52.525687,1294.18279,59.305988,255,3902389487,3082149325,255,0.072165,0.017472,0.054693,1124,67,0,0,3,1,1,2,1,1,0,0,0,2,1,0
2.923886,tcp,pop3,FIN,36,144,1642,164155,61.219896,62,252,4369.527344,446025.5938,7,69,83.5396,19.723413,5530.232995,2463.065999,255,1971253842,2700416779,255,0.15073,0.085823,0.064907,46,1140,0,0,1,1,1,1,1,1,0,0,0,1,1,0
3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0
1.599682,tcp,http,FIN,10,12,834,5266,13.127609,62,252,3755.746582,24144.79883,2,3,177.742444,137.967276,11138.75027,9901.831684,255,1656714420,3522560445,255,0.115639,0.060154,0.055485,83,439,1,2128,1,1,19,1,1,1,0,0,1,1,1,0
1.133896,tcp,-,FIN,10,10,608,646,16.756387,254,252,3866.315918,4106.196777,2,3,125.881667,118.270555,7583.333954,182.045719,255,2999464277,3330276619,255,0.151527,0.06946,0.082067,61,65,0,0,1,1,1,1,1,1,0,0,0,1,1,0
0.707356,tcp,-,FIN,10,6,534,268,21.20573,254,252,5439.976562,2533.37793,2,1,68.525667,116.514,3902.752402,160.644203,255,3929999842,3849988286,255,0.252354,0.124779,0.127575,53,45,0,0,3,1,1,2,1,2,0,0,0,2,2,0
1.263136,tcp,http,FIN,10,8,944,354,13.458566,254,252,5383.426758,1963.36731,2,1,140.226444,168.738719,7972.247337,311.100188,255,1984405157,2019740449,255,0.156391,0.081959,0.074432,94,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0
0.753358,tcp,-,FIN,10,6,724,268,19.910852,254,252,6923.666992,2378.683105,2,1,78.517333,135.716797,4308.022542,215.265234,255,1450878716,2836308236,255,0.20247,0.074764,0.127706,72,45,0,0,4,1,2,2,2,4,0,0,0,2,4,0
0.782588,tcp,http,FIN,10,8,820,1060,21.722797,62,252,7544.199219,9486.472656,2,2,86.954222,95.67443,4505.048201,161.860328,255,4219344782,2926352682,255,0.207382,0.112188,0.095194,82,133,1,128,5,1,1,1,1,5,0,0,1,2,5,0
5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,15,15,7,38,0,0,0,15,38,0
1.40E-05,udp,dns,INT,2,0,114,0,71428.57045,254,0,32571428,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,24,24,16,38,0,0,0,24,38,0
1.00E-05,udp,-,INT,2,0,1420,0,100000.0025,254,0,5.68E+08,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,710,0,0,0,9,2,3,1,1,3,0,0,0,2,3,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.6,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.658,tcp,http,FIN,10,8,758,2180,25.835867,62,252,8303.951172,23197.56836,2,2,73.096222,79.461859,3631.723162,111.765766,255,63353328,1411619101,255,0.179573,0.101765,0.077808,76,273,0,0,1,1,1,1,1,1,0,0,0,2,1,0
4.022837,tcp,smtp,FIN,24,22,8116,1802,11.186135,254,252,15467.69043,3422.460205,9,8,174.896266,185.525187,10692.85988,267.863875,255,3104358139,2014866853,255,0.236212,0.126803,0.109409,338,82,0,0,1,1,1,1,1,1,0,0,0,1,1,0
1.12345,tcp,http,FIN,10,8,1060,354,15.131959,254,252,6793.359375,2207.48584,2,1,124.827778,147.188719,7011.558773,218.767703,255,266593978,1546742948,255,0.188111,0.09234,0.095771,106,44,1,0,1,1,1,2,1,1,0,0,1,3,1,0
8.913073,tcp,http,FIN,10,8,1008,354,1.907311,254,252,814.982727,278.242981,2,1,990.341444,1250.835875,70572.29368,2141.7835,255,590944918,2622101759,255,0.199152,0.104761,0.094391,101,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0
1.93075,tcp,smtp,FIN,22,20,6412,1866,21.235271,62,252,25362.16406,7346.368164,8,8,91.940478,97.269422,4937.463789,120.822219,255,3174334851,2077729633,255,0.128847,0.081872,0.046975,291,93,0,0,1,1,1,1,1,1,0,0,0,5,1,0
59.02319,ospf,-,REQ,26,0,2808,0,0.423562,254,0,365.957855,0,0,0,2446.801,0,2776.60925,0,0,0,0,0,0,0,0,108,0,0,0,1,6,1,1,1,1,0,0,0,4,1,0
4.00E-06,udp,-,INT,2,0,104,0,250000.0006,254,0,1.04E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,52,0,0,0,6,2,2,2,1,6,0,0,0,2,6,0
9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0
1.452826,tcp,-,FIN,10,8,574,354,11.701332,254,252,2846.865234,1707.017822,2,1,161.291444,196.253719,9821.400129,292.657219,255,2038188654,1476786038,255,0.14018,0.079042,0.061138,57,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,47,2,6,6,5,47,0,0,0,6,47,0
0.83474,tcp,smtp,FIN,50,24,41183,1980,87.452382,62,252,386803.0938,18190.0957,22,8,17.035511,35.990176,1246.068043,43.21752,255,1019438467,3832144133,255,0.050585,0.006312,0.044273,824,83,0,0,3,1,1,1,1,4,0,0,0,1,2,0
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,15,15,15,25,0,0,0,15,25,0
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,18,18,18,24,0,0,0,18,24,0
0.495749,tcp,-,FIN,10,8,508,354,34.291547,254,252,7390.836914,5002.531738,2,1,52.412556,62.135145,3603.155248,97.013734,255,3127910562,3974847150,255,0.085131,0.060794,0.024337,51,44,0,0,9,1,3,3,1,8,0,0,0,3,8,0
1.00E-05,rsvp,-,INT,2,0,200,0,100000.0025,254,0,8.00E+07,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,3,3,3,8,0,0,0,3,8,0
3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,1,1,1,3,0,0,0,14,3,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.724,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.842727,tcp,pop3,FIN,24,46,1142,39984,81.877049,62,252,10394.8252,371318.3438,7,21,36.640305,18.2948,1811.634757,1311.065522,255,3123520250,2830115043,255,0.052357,0.007478,0.044879,48,869,0,0,1,1,1,1,1,1,0,0,0,1,1,0
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,33,33,15,33,0,0,0,34,33,0
9.00E-06,ib,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,16,16,16,33,0,0,0,16,33,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,9,9,9,34,0,0,0,9,34,0
3.00E-06,udp,-,INT,2,0,78,0,333333.3215,254,0,1.04E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,39,0,0,0,7,2,1,1,1,6,0,0,0,2,6,0
4.00E-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1.06E+09,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,532,0,0,0,40,2,14,14,1,39,0,0,0,14,39,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.64,0,10.95451,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0
1.00E-06,unas,-,INT,2,0,200,0,1000000.003,254,0,8.00E+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0
